x,y,col,het,var,cvg,id,quadrant,heterogeneity,collinearity,cl,ht,pos,neg,corner
46.87486020349999,46.62486056450001,0.06378895789384842,0.011002018116414547,0.011002018116414547,1,40289,FALSE FALSE,low,low,0.06510852828797221,0.014285231925122923,0.04237791168834488,0.5323228994533905,TRUE
90.20819336349999,43.2915272445,0.9237475991249084,0.3641972839832306,0.3641972839832306,1,47305,TRUE TRUE,high,high,0.942856710021605,0.6946139965927495,0.9101063073115528,0.63426354194859,TRUE
-80.6251392865,26.62486064450001,0.8824676871299744,0.01802152767777443,0.01802152767777443,1,81455,TRUE FALSE,low,high,0.9007228608357785,0.02780629160504896,0.5152806738186158,0.956823780231057,TRUE
-66.0418060115,-27.125139140499996,6.032647215761244e-4,0.39205554127693176,0.39205554127693176,1,192946,FALSE TRUE,high,low,6.157438278419801e-4,0.7482748907270537,0.41523590820076506,0.12001384446283564,TRUE
